x,rho,T
  0.56000000E+00,  0.49120641E+00,  0.20840666E+01
  0.56250000E+00,  0.49275242E+00,  0.20761832E+01
  0.56500000E+00,  0.49431154E+00,  0.20684608E+01
  0.56750000E+00,  0.49586205E+00,  0.20606292E+01
  0.57000000E+00,  0.49742581E+00,  0.20529581E+01
  0.57250000E+00,  0.49898081E+00,  0.20451776E+01
  0.57500000E+00,  0.50054921E+00,  0.20375573E+01
  0.57750000E+00,  0.50210872E+00,  0.20298273E+01
  0.58000000E+00,  0.50368176E+00,  0.20222571E+01
  0.58250000E+00,  0.50524577E+00,  0.20145770E+01
  0.58500000E+00,  0.50682346E+00,  0.20070562E+01
  0.58750000E+00,  0.50839198E+00,  0.19994255E+01
  0.59000000E+00,  0.50997432E+00,  0.19919536E+01
  0.59250000E+00,  0.51154735E+00,  0.19843716E+01
  0.59500000E+00,  0.51313435E+00,  0.19769481E+01
  0.59750000E+00,  0.51471188E+00,  0.19694142E+01
  0.60000000E+00,  0.51630355E+00,  0.19620385E+01
  0.60250000E+00,  0.51788559E+00,  0.19545522E+01
  0.60500000E+00,  0.51948192E+00,  0.19472237E+01
  0.60750000E+00,  0.52106849E+00,  0.19397844E+01
  0.61000000E+00,  0.52266949E+00,  0.19325025E+01
  0.61250000E+00,  0.52426057E+00,  0.19251097E+01
  0.61500000E+00,  0.52586625E+00,  0.19178738E+01
  0.61750000E+00,  0.52746185E+00,  0.19105270E+01
  0.62000000E+00,  0.52907221E+00,  0.19033366E+01
  0.62250000E+00,  0.53067234E+00,  0.18960352E+01
  0.62500000E+00,  0.53228737E+00,  0.18888898E+01
  0.62750000E+00,  0.53389203E+00,  0.18816332E+01
  0.63000000E+00,  0.53551175E+00,  0.18745324E+01
  0.63250000E+00,  0.53712094E+00,  0.18673201E+01
  0.63500000E+00,  0.53874536E+00,  0.18602632E+01
  0.63750000E+00,  0.54035907E+00,  0.18530947E+01
  0.64000000E+00,  0.54198819E+00,  0.18460812E+01
  0.64250000E+00,  0.54360644E+00,  0.18389560E+01
  0.64500000E+00,  0.54524025E+00,  0.18319855E+01
  0.64750000E+00,  0.54686304E+00,  0.18249031E+01
  0.65000000E+00,  0.54850156E+00,  0.18179749E+01
  0.65250000E+00,  0.55012889E+00,  0.18109349E+01
  0.65500000E+00,  0.55177212E+00,  0.18040486E+01
  0.65750000E+00,  0.55340399E+00,  0.17970504E+01
  0.66000000E+00,  0.55505193E+00,  0.17902056E+01
  0.66250000E+00,  0.55668835E+00,  0.17832486E+01
  0.66500000E+00,  0.55834101E+00,  0.17764448E+01
  0.66750000E+00,  0.55998197E+00,  0.17695287E+01
  0.67000000E+00,  0.56163935E+00,  0.17627653E+01
  0.67250000E+00,  0.56328486E+00,  0.17558896E+01
  0.67500000E+00,  0.56494697E+00,  0.17491662E+01
  0.67750000E+00,  0.56659703E+00,  0.17423304E+01
  0.68000000E+00,  0.56826387E+00,  0.17356466E+01
  0.68250000E+00,  0.56991849E+00,  0.17288502E+01
  0.68500000E+00,  0.57159006E+00,  0.17222054E+01
  0.68750000E+00,  0.57324923E+00,  0.17154481E+01
  0.69000000E+00,  0.57492555E+00,  0.17088419E+01
  0.69250000E+00,  0.57658927E+00,  0.17021231E+01
  0.69500000E+00,  0.57827033E+00,  0.16955551E+01
  0.69750000E+00,  0.57993862E+00,  0.16888744E+01
  0.70000000E+00,  0.58162442E+00,  0.16823441E+01
  0.70250000E+00,  0.58329727E+00,  0.16757011E+01
  0.70500000E+00,  0.58498783E+00,  0.16692081E+01
  0.70750000E+00,  0.58666524E+00,  0.16626023E+01
  0.71000000E+00,  0.58836056E+00,  0.16561462E+01
  0.71250000E+00,  0.59004253E+00,  0.16495772E+01
  0.71500000E+00,  0.59174261E+00,  0.16431575E+01
  0.71750000E+00,  0.59342915E+00,  0.16366249E+01
  0.72000000E+00,  0.59513399E+00,  0.16302412E+01
  0.72250000E+00,  0.59682510E+00,  0.16237445E+01
  0.72500000E+00,  0.59853471E+00,  0.16173964E+01
  0.72750000E+00,  0.60023039E+00,  0.16109353E+01
  0.73000000E+00,  0.60194476E+00,  0.16046224E+01
  0.73250000E+00,  0.60364502E+00,  0.15981964E+01
  0.73500000E+00,  0.60536417E+00,  0.15919183E+01
  0.73750000E+00,  0.60706900E+00,  0.15855271E+01
  0.74000000E+00,  0.60879293E+00,  0.15792833E+01
  0.74250000E+00,  0.61050233E+00,  0.15729264E+01
  0.74500000E+00,  0.61223105E+00,  0.15667166E+01
